timestamp,index,name,utilization.gpu [%],utilization.memory [%],memory.used [MiB],memory.free [MiB],memory.total [MiB],power.draw [W],temperature.gpu
2024/01/16 04:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,367 MiB,40169 MiB,40536 MiB,50.10 W,36
2024/01/16 04:00:00.000,3,NVIDIA V100-SXM2-32GB,5.0 %,4.0 %,1910 MiB,38626 MiB,40536 MiB,57.81 W,38
2024/01/16 05:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,3092 MiB,37444 MiB,40536 MiB,66.80 W,36
2024/01/16 05:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1566 MiB,38970 MiB,40536 MiB,66.80 W,36
2024/01/16 05:00:00.000,2,NVIDIA V100-SXM2-32GB,2.2 %,1.7 %,1635 MiB,38901 MiB,40536 MiB,50.50 W,36
2024/01/16 05:00:00.000,3,NVIDIA V100-SXM2-32GB,7.4 %,5.9 %,1628 MiB,38908 MiB,40536 MiB,63.91 W,39
2024/01/16 06:00:00.000,0,NVIDIA A100-SXM4-40GB,5.9 %,4.7 %,2163 MiB,38373 MiB,40536 MiB,80.10 W,38
2024/01/16 06:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2042 MiB,38494 MiB,40536 MiB,66.80 W,36
2024/01/16 06:00:00.000,2,NVIDIA V100-SXM2-32GB,9.1 %,7.2 %,3716 MiB,36820 MiB,40536 MiB,68.08 W,40
2024/01/16 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.6 %,2.1 %,702 MiB,39834 MiB,40536 MiB,51.60 W,36
2024/01/16 07:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,719 MiB,39817 MiB,40536 MiB,66.80 W,36
2024/01/16 07:00:00.000,1,NVIDIA A100-SXM4-40GB,7.0 %,5.6 %,2122 MiB,38414 MiB,40536 MiB,83.77 W,38
2024/01/16 07:00:00.000,2,NVIDIA V100-SXM2-32GB,6.5 %,5.2 %,1193 MiB,39343 MiB,40536 MiB,61.52 W,38
2024/01/16 07:00:00.000,3,NVIDIA V100-SXM2-32GB,3.8 %,3.0 %,3087 MiB,37449 MiB,40536 MiB,54.60 W,37
2024/01/16 08:00:00.000,0,NVIDIA A100-SXM4-40GB,11.6 %,9.2 %,3881 MiB,36655 MiB,40536 MiB,99.29 W,41
2024/01/16 08:00:00.000,1,NVIDIA A100-SXM4-40GB,4.4 %,3.5 %,2037 MiB,38499 MiB,40536 MiB,74.98 W,37
2024/01/16 08:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1989 MiB,38547 MiB,40536 MiB,50.10 W,36
2024/01/16 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1485 MiB,39051 MiB,40536 MiB,50.10 W,36
2024/01/16 09:00:00.000,0,NVIDIA A100-SXM4-40GB,74.3 %,59.4 %,29716 MiB,10820 MiB,40536 MiB,312.65 W,72
2024/01/16 09:00:00.000,1,NVIDIA A100-SXM4-40GB,74.2 %,59.4 %,30625 MiB,9911 MiB,40536 MiB,312.37 W,72
2024/01/16 09:00:00.000,2,NVIDIA V100-SXM2-32GB,29.1 %,23.3 %,12445 MiB,28091 MiB,40536 MiB,119.32 W,50
2024/01/16 09:00:00.000,3,NVIDIA V100-SXM2-32GB,14.8 %,11.8 %,6643 MiB,33893 MiB,40536 MiB,82.71 W,42
2024/01/16 10:00:00.000,0,NVIDIA A100-SXM4-40GB,75.0 %,60.0 %,29313 MiB,11223 MiB,40536 MiB,315.08 W,73
2024/01/16 10:00:00.000,1,NVIDIA A100-SXM4-40GB,64.1 %,51.3 %,27144 MiB,13392 MiB,40536 MiB,277.85 W,67
2024/01/16 10:00:00.000,2,NVIDIA V100-SXM2-32GB,50.1 %,40.1 %,20270 MiB,20266 MiB,40536 MiB,172.68 W,60
2024/01/16 10:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1127 MiB,39409 MiB,40536 MiB,50.10 W,36
2024/01/16 11:00:00.000,0,NVIDIA A100-SXM4-40GB,75.4 %,60.4 %,29316 MiB,11220 MiB,40536 MiB,316.51 W,73
2024/01/16 11:00:00.000,1,NVIDIA A100-SXM4-40GB,72.4 %,57.9 %,29284 MiB,11252 MiB,40536 MiB,306.20 W,71
2024/01/16 11:00:00.000,2,NVIDIA V100-SXM2-32GB,54.6 %,43.7 %,22339 MiB,18197 MiB,40536 MiB,184.18 W,62
2024/01/16 11:00:00.000,3,NVIDIA V100-SXM2-32GB,9.0 %,7.2 %,3008 MiB,37528 MiB,40536 MiB,68.04 W,40
2024/01/16 12:00:00.000,0,NVIDIA A100-SXM4-40GB,68.6 %,54.8 %,28675 MiB,11861 MiB,40536 MiB,293.11 W,69
2024/01/16 12:00:00.000,1,NVIDIA A100-SXM4-40GB,71.9 %,57.5 %,27685 MiB,12851 MiB,40536 MiB,304.46 W,71
2024/01/16 12:00:00.000,2,NVIDIA V100-SXM2-32GB,43.9 %,35.2 %,18752 MiB,21784 MiB,40536 MiB,157.04 W,57
2024/01/16 12:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,210 MiB,40326 MiB,40536 MiB,50.10 W,36
2024/01/16 13:00:00.000,0,NVIDIA A100-SXM4-40GB,73.2 %,58.6 %,30590 MiB,9946 MiB,40536 MiB,308.95 W,72
2024/01/16 13:00:00.000,1,NVIDIA A100-SXM4-40GB,75.8 %,60.6 %,29356 MiB,11180 MiB,40536 MiB,317.62 W,73
2024/01/16 13:00:00.000,2,NVIDIA V100-SXM2-32GB,42.6 %,34.0 %,17097 MiB,23439 MiB,40536 MiB,153.52 W,56
2024/01/16 13:00:00.000,3,NVIDIA V100-SXM2-32GB,11.9 %,9.5 %,4584 MiB,35952 MiB,40536 MiB,75.28 W,41
2024/01/16 14:00:00.000,0,NVIDIA A100-SXM4-40GB,76.7 %,61.3 %,28496 MiB,12040 MiB,40536 MiB,320.67 W,73
2024/01/16 14:00:00.000,1,NVIDIA A100-SXM4-40GB,72.4 %,57.9 %,27384 MiB,13152 MiB,40536 MiB,306.25 W,71
2024/01/16 14:00:00.000,2,NVIDIA V100-SXM2-32GB,40.4 %,32.3 %,15022 MiB,25514 MiB,40536 MiB,147.92 W,55
2024/01/16 14:00:00.000,3,NVIDIA V100-SXM2-32GB,2.4 %,1.9 %,0 MiB,40536 MiB,40536 MiB,51.21 W,36
2024/01/16 15:00:00.000,0,NVIDIA A100-SXM4-40GB,86.8 %,69.5 %,35073 MiB,5463 MiB,40536 MiB,355.22 W,78
2024/01/16 15:00:00.000,1,NVIDIA A100-SXM4-40GB,66.7 %,53.4 %,26549 MiB,13987 MiB,40536 MiB,286.85 W,68
2024/01/16 15:00:00.000,2,NVIDIA V100-SXM2-32GB,52.1 %,41.7 %,21047 MiB,19489 MiB,40536 MiB,177.89 W,61
2024/01/16 15:00:00.000,3,NVIDIA V100-SXM2-32GB,10.9 %,8.7 %,3793 MiB,36743 MiB,40536 MiB,72.81 W,40
2024/01/16 16:00:00.000,0,NVIDIA A100-SXM4-40GB,83.8 %,67.1 %,34603 MiB,5933 MiB,40536 MiB,344.98 W,77
2024/01/16 16:00:00.000,1,NVIDIA A100-SXM4-40GB,65.7 %,52.6 %,26885 MiB,13651 MiB,40536 MiB,283.46 W,68
2024/01/16 16:00:00.000,2,NVIDIA V100-SXM2-32GB,45.0 %,36.0 %,16868 MiB,23668 MiB,40536 MiB,159.71 W,57
2024/01/16 16:00:00.000,3,NVIDIA V100-SXM2-32GB,4.3 %,3.4 %,1229 MiB,39307 MiB,40536 MiB,55.84 W,37
2024/01/16 17:00:00.000,0,NVIDIA A100-SXM4-40GB,67.3 %,53.9 %,25177 MiB,15359 MiB,40536 MiB,288.90 W,69
2024/01/16 17:00:00.000,1,NVIDIA A100-SXM4-40GB,70.5 %,56.4 %,29283 MiB,11253 MiB,40536 MiB,299.63 W,70
2024/01/16 17:00:00.000,2,NVIDIA V100-SXM2-32GB,52.2 %,41.8 %,20988 MiB,19548 MiB,40536 MiB,178.10 W,61
2024/01/16 17:00:00.000,3,NVIDIA V100-SXM2-32GB,5.0 %,4.0 %,1903 MiB,38633 MiB,40536 MiB,57.65 W,37
2024/01/16 18:00:00.000,0,NVIDIA A100-SXM4-40GB,9.3 %,7.4 %,2298 MiB,38238 MiB,40536 MiB,91.60 W,40
2024/01/16 18:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/16 18:00:00.000,2,NVIDIA V100-SXM2-32GB,7.8 %,6.3 %,4001 MiB,36535 MiB,40536 MiB,64.93 W,39
2024/01/16 18:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,127 MiB,40409 MiB,40536 MiB,50.10 W,36
2024/01/16 19:00:00.000,0,NVIDIA A100-SXM4-40GB,12.8 %,10.2 %,3955 MiB,36581 MiB,40536 MiB,103.53 W,41
2024/01/16 19:00:00.000,1,NVIDIA A100-SXM4-40GB,14.4 %,11.6 %,8129 MiB,32407 MiB,40536 MiB,109.12 W,42
2024/01/16 19:00:00.000,2,NVIDIA V100-SXM2-32GB,5.0 %,4.0 %,1130 MiB,39406 MiB,40536 MiB,57.74 W,37
2024/01/16 19:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,897 MiB,39639 MiB,40536 MiB,50.10 W,36
2024/01/16 20:00:00.000,0,NVIDIA A100-SXM4-40GB,3.1 %,2.5 %,733 MiB,39803 MiB,40536 MiB,70.45 W,37
2024/01/16 20:00:00.000,1,NVIDIA A100-SXM4-40GB,8.4 %,6.7 %,3179 MiB,37357 MiB,40536 MiB,88.55 W,39
2024/01/16 20:00:00.000,2,NVIDIA V100-SXM2-32GB,12.6 %,10.1 %,4178 MiB,36358 MiB,40536 MiB,77.22 W,41
2024/01/16 20:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/16 21:00:00.000,0,NVIDIA A100-SXM4-40GB,8.7 %,7.0 %,4102 MiB,36434 MiB,40536 MiB,89.66 W,39
2024/01/16 21:00:00.000,1,NVIDIA A100-SXM4-40GB,15.3 %,12.3 %,7237 MiB,33299 MiB,40536 MiB,112.15 W,43
2024/01/16 21:00:00.000,2,NVIDIA V100-SXM2-32GB,7.6 %,6.1 %,2392 MiB,38144 MiB,40536 MiB,64.29 W,39
2024/01/16 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/16 22:00:00.000,0,NVIDIA A100-SXM4-40GB,6.4 %,5.2 %,1449 MiB,39087 MiB,40536 MiB,81.92 W,38
2024/01/16 22:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1120 MiB,39416 MiB,40536 MiB,66.80 W,36
2024/01/16 22:00:00.000,2,NVIDIA V100-SXM2-32GB,6.6 %,5.3 %,3105 MiB,37431 MiB,40536 MiB,61.79 W,38
2024/01/16 22:00:00.000,3,NVIDIA V100-SXM2-32GB,4.3 %,3.5 %,520 MiB,40016 MiB,40536 MiB,56.02 W,37
2024/01/16 23:00:00.000,0,NVIDIA A100-SXM4-40GB,11.9 %,9.5 %,4941 MiB,35595 MiB,40536 MiB,100.48 W,41
2024/01/16 23:00:00.000,1,NVIDIA A100-SXM4-40GB,7.7 %,6.1 %,3515 MiB,37021 MiB,40536 MiB,86.09 W,39
2024/01/16 23:00:00.000,2,NVIDIA V100-SXM2-32GB,9.9 %,7.9 %,4555 MiB,35981 MiB,40536 MiB,70.14 W,40
2024/01/16 23:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/17 00:00:00.000,0,NVIDIA A100-SXM4-40GB,9.3 %,7.4 %,4666 MiB,35870 MiB,40536 MiB,91.63 W,40
2024/01/17 00:00:00.000,1,NVIDIA A100-SXM4-40GB,8.5 %,6.8 %,2709 MiB,37827 MiB,40536 MiB,89.06 W,39
2024/01/17 00:00:00.000,2,NVIDIA V100-SXM2-32GB,5.9 %,4.7 %,873 MiB,39663 MiB,40536 MiB,60.06 W,38
2024/01/17 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,165 MiB,40371 MiB,40536 MiB,50.10 W,36
2024/01/17 01:00:00.000,0,NVIDIA A100-SXM4-40GB,6.3 %,5.0 %,1666 MiB,38870 MiB,40536 MiB,81.43 W,38
2024/01/17 01:00:00.000,1,NVIDIA A100-SXM4-40GB,2.3 %,1.8 %,3028 MiB,37508 MiB,40536 MiB,67.85 W,36
2024/01/17 01:00:00.000,2,NVIDIA V100-SXM2-32GB,5.2 %,4.2 %,3072 MiB,37464 MiB,40536 MiB,58.38 W,38
2024/01/17 01:00:00.000,3,NVIDIA V100-SXM2-32GB,8.4 %,6.7 %,2831 MiB,37705 MiB,40536 MiB,66.48 W,39
2024/01/17 02:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/17 02:00:00.000,1,NVIDIA A100-SXM4-40GB,5.1 %,4.1 %,2235 MiB,38301 MiB,40536 MiB,77.46 W,38
2024/01/17 02:00:00.000,2,NVIDIA V100-SXM2-32GB,5.5 %,4.4 %,2465 MiB,38071 MiB,40536 MiB,59.13 W,38
2024/01/17 02:00:00.000,3,NVIDIA V100-SXM2-32GB,8.8 %,7.0 %,3995 MiB,36541 MiB,40536 MiB,67.37 W,39
2024/01/17 03:00:00.000,0,NVIDIA A100-SXM4-40GB,8.0 %,6.4 %,5156 MiB,35380 MiB,40536 MiB,87.12 W,39
2024/01/17 03:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,3154 MiB,37382 MiB,40536 MiB,66.80 W,36
2024/01/17 03:00:00.000,2,NVIDIA V100-SXM2-32GB,3.3 %,2.7 %,0 MiB,40536 MiB,40536 MiB,53.49 W,37
2024/01/17 03:00:00.000,3,NVIDIA V100-SXM2-32GB,7.1 %,5.7 %,1703 MiB,38833 MiB,40536 MiB,63.08 W,39
2024/01/17 04:00:00.000,0,NVIDIA A100-SXM4-40GB,16.7 %,13.4 %,7830 MiB,32706 MiB,40536 MiB,116.79 W,43
2024/01/17 04:00:00.000,1,NVIDIA A100-SXM4-40GB,14.7 %,11.8 %,5497 MiB,35039 MiB,40536 MiB,109.96 W,42
2024/01/17 04:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1387 MiB,39149 MiB,40536 MiB,50.10 W,36
2024/01/17 04:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,104 MiB,40432 MiB,40536 MiB,50.10 W,36
2024/01/17 05:00:00.000,0,NVIDIA A100-SXM4-40GB,9.6 %,7.6 %,3214 MiB,37322 MiB,40536 MiB,92.51 W,40
2024/01/17 05:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,1011 MiB,39525 MiB,40536 MiB,66.80 W,36
2024/01/17 05:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,918 MiB,39618 MiB,40536 MiB,50.10 W,36
2024/01/17 05:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,215 MiB,40321 MiB,40536 MiB,50.10 W,36
2024/01/17 06:00:00.000,0,NVIDIA A100-SXM4-40GB,9.6 %,7.7 %,3424 MiB,37112 MiB,40536 MiB,92.75 W,40
2024/01/17 06:00:00.000,1,NVIDIA A100-SXM4-40GB,11.2 %,9.0 %,4130 MiB,36406 MiB,40536 MiB,98.16 W,41
2024/01/17 06:00:00.000,2,NVIDIA V100-SXM2-32GB,4.3 %,3.4 %,2210 MiB,38326 MiB,40536 MiB,55.87 W,37
2024/01/17 06:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1050 MiB,39486 MiB,40536 MiB,50.10 W,36
2024/01/17 07:00:00.000,0,NVIDIA A100-SXM4-40GB,2.5 %,2.0 %,0 MiB,40536 MiB,40536 MiB,68.42 W,36
2024/01/17 07:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/17 07:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,50.10 W,36
2024/01/17 07:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1014 MiB,39522 MiB,40536 MiB,50.10 W,36
2024/01/17 08:00:00.000,0,NVIDIA A100-SXM4-40GB,10.3 %,8.3 %,4549 MiB,35987 MiB,40536 MiB,95.11 W,40
2024/01/17 08:00:00.000,1,NVIDIA A100-SXM4-40GB,2.4 %,1.9 %,0 MiB,40536 MiB,40536 MiB,68.07 W,36
2024/01/17 08:00:00.000,2,NVIDIA V100-SXM2-32GB,7.9 %,6.3 %,3831 MiB,36705 MiB,40536 MiB,65.22 W,39
2024/01/17 08:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,474 MiB,40062 MiB,40536 MiB,50.10 W,36
2024/01/17 09:00:00.000,0,NVIDIA A100-SXM4-40GB,80.6 %,64.5 %,32158 MiB,8378 MiB,40536 MiB,333.97 W,75
2024/01/17 09:00:00.000,1,NVIDIA A100-SXM4-40GB,64.7 %,51.8 %,25157 MiB,15379 MiB,40536 MiB,279.97 W,67
2024/01/17 09:00:00.000,2,NVIDIA V100-SXM2-32GB,38.7 %,31.0 %,14519 MiB,26017 MiB,40536 MiB,143.70 W,54
2024/01/17 09:00:00.000,3,NVIDIA V100-SXM2-32GB,8.2 %,6.6 %,4774 MiB,35762 MiB,40536 MiB,65.92 W,39
2024/01/17 10:00:00.000,0,NVIDIA A100-SXM4-40GB,84.1 %,67.3 %,33330 MiB,7206 MiB,40536 MiB,345.99 W,77
2024/01/17 10:00:00.000,1,NVIDIA A100-SXM4-40GB,69.6 %,55.7 %,27343 MiB,13193 MiB,40536 MiB,296.74 W,70
2024/01/17 10:00:00.000,2,NVIDIA V100-SXM2-32GB,35.4 %,28.3 %,16481 MiB,24055 MiB,40536 MiB,135.34 W,53
2024/01/17 10:00:00.000,3,NVIDIA V100-SXM2-32GB,12.2 %,9.8 %,4679 MiB,35857 MiB,40536 MiB,76.09 W,41
2024/01/17 11:00:00.000,0,NVIDIA A100-SXM4-40GB,67.1 %,53.7 %,27484 MiB,13052 MiB,40536 MiB,288.12 W,69
2024/01/17 11:00:00.000,1,NVIDIA A100-SXM4-40GB,62.3 %,49.8 %,23778 MiB,16758 MiB,40536 MiB,271.84 W,66
2024/01/17 11:00:00.000,2,NVIDIA V100-SXM2-32GB,53.0 %,42.4 %,23014 MiB,17522 MiB,40536 MiB,180.10 W,61
2024/01/17 11:00:00.000,3,NVIDIA V100-SXM2-32GB,8.9 %,7.1 %,3724 MiB,36812 MiB,40536 MiB,67.72 W,39
2024/01/17 12:00:00.000,0,NVIDIA A100-SXM4-40GB,70.3 %,56.3 %,28147 MiB,12389 MiB,40536 MiB,299.19 W,70
2024/01/17 12:00:00.000,1,NVIDIA A100-SXM4-40GB,74.8 %,59.8 %,29286 MiB,11250 MiB,40536 MiB,314.30 W,72
2024/01/17 12:00:00.000,2,NVIDIA V100-SXM2-32GB,36.8 %,29.4 %,15057 MiB,25479 MiB,40536 MiB,138.79 W,53
2024/01/17 12:00:00.000,3,NVIDIA V100-SXM2-32GB,9.2 %,7.3 %,4243 MiB,36293 MiB,40536 MiB,68.37 W,40
2024/01/17 13:00:00.000,0,NVIDIA A100-SXM4-40GB,79.8 %,63.8 %,31105 MiB,9431 MiB,40536 MiB,331.26 W,75
2024/01/17 13:00:00.000,1,NVIDIA A100-SXM4-40GB,70.7 %,56.6 %,27547 MiB,12989 MiB,40536 MiB,300.42 W,70
2024/01/17 13:00:00.000,2,NVIDIA V100-SXM2-32GB,53.4 %,42.7 %,20023 MiB,20513 MiB,40536 MiB,181.10 W,62
2024/01/17 13:00:00.000,3,NVIDIA V100-SXM2-32GB,7.4 %,5.9 %,2670 MiB,37866 MiB,40536 MiB,63.78 W,39
2024/01/17 14:00:00.000,0,NVIDIA A100-SXM4-40GB,69.1 %,55.3 %,28523 MiB,12013 MiB,40536 MiB,294.86 W,70
2024/01/17 14:00:00.000,1,NVIDIA A100-SXM4-40GB,74.4 %,59.6 %,30145 MiB,10391 MiB,40536 MiB,313.12 W,72
2024/01/17 14:00:00.000,2,NVIDIA V100-SXM2-32GB,51.9 %,41.6 %,21660 MiB,18876 MiB,40536 MiB,177.44 W,61
2024/01/17 14:00:00.000,3,NVIDIA V100-SXM2-32GB,8.2 %,6.5 %,2175 MiB,38361 MiB,40536 MiB,65.78 W,39
2024/01/17 15:00:00.000,0,NVIDIA A100-SXM4-40GB,79.0 %,63.2 %,30680 MiB,9856 MiB,40536 MiB,328.56 W,74
2024/01/17 15:00:00.000,1,NVIDIA A100-SXM4-40GB,59.4 %,47.5 %,25493 MiB,15043 MiB,40536 MiB,261.84 W,65
2024/01/17 15:00:00.000,2,NVIDIA V100-SXM2-32GB,43.0 %,34.4 %,16912 MiB,23624 MiB,40536 MiB,154.69 W,57
2024/01/17 15:00:00.000,3,NVIDIA V100-SXM2-32GB,12.7 %,10.2 %,6831 MiB,33705 MiB,40536 MiB,77.49 W,41
2024/01/17 16:00:00.000,0,NVIDIA A100-SXM4-40GB,71.2 %,56.9 %,27220 MiB,13316 MiB,40536 MiB,301.99 W,71
2024/01/17 16:00:00.000,1,NVIDIA A100-SXM4-40GB,65.7 %,52.5 %,28110 MiB,12426 MiB,40536 MiB,283.25 W,68
2024/01/17 16:00:00.000,2,NVIDIA V100-SXM2-32GB,50.9 %,40.7 %,19312 MiB,21224 MiB,40536 MiB,174.71 W,60
2024/01/17 16:00:00.000,3,NVIDIA V100-SXM2-32GB,4.8 %,3.8 %,1645 MiB,38891 MiB,40536 MiB,57.15 W,37
2024/01/17 17:00:00.000,0,NVIDIA A100-SXM4-40GB,70.7 %,56.6 %,28962 MiB,11574 MiB,40536 MiB,300.34 W,70
2024/01/17 17:00:00.000,1,NVIDIA A100-SXM4-40GB,66.2 %,53.0 %,25958 MiB,14578 MiB,40536 MiB,285.21 W,68
2024/01/17 17:00:00.000,2,NVIDIA V100-SXM2-32GB,44.0 %,35.2 %,18145 MiB,22391 MiB,40536 MiB,157.12 W,57
2024/01/17 17:00:00.000,3,NVIDIA V100-SXM2-32GB,10.4 %,8.3 %,4379 MiB,36157 MiB,40536 MiB,71.46 W,40
2024/01/17 18:00:00.000,0,NVIDIA A100-SXM4-40GB,8.2 %,6.6 %,2384 MiB,38152 MiB,40536 MiB,87.98 W,39
2024/01/17 18:00:00.000,1,NVIDIA A100-SXM4-40GB,10.0 %,8.0 %,4856 MiB,35680 MiB,40536 MiB,93.98 W,40
2024/01/17 18:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1473 MiB,39063 MiB,40536 MiB,50.10 W,36
2024/01/17 18:00:00.000,3,NVIDIA V100-SXM2-32GB,6.0 %,4.8 %,932 MiB,39604 MiB,40536 MiB,60.22 W,38
2024/01/17 19:00:00.000,0,NVIDIA A100-SXM4-40GB,25.5 %,20.4 %,10767 MiB,29769 MiB,40536 MiB,146.62 W,48
2024/01/17 19:00:00.000,1,NVIDIA A100-SXM4-40GB,6.4 %,5.1 %,2304 MiB,38232 MiB,40536 MiB,81.60 W,38
2024/01/17 19:00:00.000,2,NVIDIA V100-SXM2-32GB,9.4 %,7.6 %,4738 MiB,35798 MiB,40536 MiB,69.08 W,40
2024/01/17 19:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,120 MiB,40416 MiB,40536 MiB,50.10 W,36
2024/01/17 20:00:00.000,0,NVIDIA A100-SXM4-40GB,12.6 %,10.0 %,4943 MiB,35593 MiB,40536 MiB,102.69 W,41
2024/01/17 20:00:00.000,1,NVIDIA A100-SXM4-40GB,5.2 %,4.1 %,2322 MiB,38214 MiB,40536 MiB,77.54 W,38
2024/01/17 20:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1350 MiB,39186 MiB,40536 MiB,50.10 W,36
2024/01/17 20:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1997 MiB,38539 MiB,40536 MiB,50.10 W,36
2024/01/17 21:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,720 MiB,39816 MiB,40536 MiB,66.80 W,36
2024/01/17 21:00:00.000,1,NVIDIA A100-SXM4-40GB,16.5 %,13.2 %,6731 MiB,33805 MiB,40536 MiB,116.25 W,43
2024/01/17 21:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,796 MiB,39740 MiB,40536 MiB,50.10 W,36
2024/01/17 21:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1539 MiB,38997 MiB,40536 MiB,50.10 W,36
2024/01/17 22:00:00.000,0,NVIDIA A100-SXM4-40GB,2.8 %,2.2 %,2264 MiB,38272 MiB,40536 MiB,69.56 W,36
2024/01/17 22:00:00.000,1,NVIDIA A100-SXM4-40GB,4.3 %,3.4 %,3546 MiB,36990 MiB,40536 MiB,74.53 W,37
2024/01/17 22:00:00.000,2,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1705 MiB,38831 MiB,40536 MiB,50.10 W,36
2024/01/17 22:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,928 MiB,39608 MiB,40536 MiB,50.10 W,36
2024/01/17 23:00:00.000,0,NVIDIA A100-SXM4-40GB,4.8 %,3.9 %,2666 MiB,37870 MiB,40536 MiB,76.44 W,37
2024/01/17 23:00:00.000,1,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,2221 MiB,38315 MiB,40536 MiB,66.80 W,36
2024/01/17 23:00:00.000,2,NVIDIA V100-SXM2-32GB,4.7 %,3.7 %,1449 MiB,39087 MiB,40536 MiB,56.88 W,37
2024/01/17 23:00:00.000,3,NVIDIA V100-SXM2-32GB,4.4 %,3.6 %,2281 MiB,38255 MiB,40536 MiB,56.33 W,37
2024/01/18 00:00:00.000,0,NVIDIA A100-SXM4-40GB,6.4 %,5.1 %,2840 MiB,37696 MiB,40536 MiB,81.72 W,38
2024/01/18 00:00:00.000,1,NVIDIA A100-SXM4-40GB,13.6 %,10.8 %,5543 MiB,34993 MiB,40536 MiB,106.08 W,42
2024/01/18 00:00:00.000,2,NVIDIA V100-SXM2-32GB,2.1 %,1.6 %,2699 MiB,37837 MiB,40536 MiB,50.26 W,36
2024/01/18 00:00:00.000,3,NVIDIA V100-SXM2-32GB,2.0 %,1.6 %,1182 MiB,39354 MiB,40536 MiB,50.10 W,36
2024/01/18 01:00:00.000,0,NVIDIA A100-SXM4-40GB,2.0 %,1.6 %,0 MiB,40536 MiB,40536 MiB,66.80 W,36
2024/01/18 01:00:00.000,1,NVIDIA A100-SXM4-40GB,4.9 %,4.0 %,2302 MiB,38234 MiB,40536 MiB,76.81 W,37
2024/01/18 01:00:00.000,2,NVIDIA V100-SXM2-32GB,7.0 %,5.6 %,3027 MiB,37509 MiB,40536 MiB,62.94 W,39
2024/01/18 01:00:00.000,3,NVIDIA V100-SXM2-32GB,3.0 %,2.4 %,2386 MiB,38150 MiB,40536 MiB,52.55 W,36
2024/01/18 02:00:00.000,0,NVIDIA A100-SXM4-40GB,7.5 %,6.0 %,3516 MiB,37020 MiB,40536 MiB,85.66 W,39
